Empleado,Edad,Genero,Pais,Funcion Laboral,Departamento,A�os en la Empresa,Hs de Trabajo x Semana,Trabajo Remoto,Nivel de Agotamiento,Satisfaccion Laboral,Nivel de Stres,Puntuacion de Productividad,Hs de Sue�o,Hs. De actividad Fisica,Tiempo de Viaje,Tiene apoyo para la salud Mental,Puntacion del Gerente,Tiene Acceso a Terapia,Dias libres de Salud Mental,Rango Salarial,Puntuacion de equilibrio entre vida laboral y personal,Tama�o del Equipo,Puntuacion de crecimiento personal,Riesgo de Agotamiento
2239,53,Female,USA,Sales Associate,HR,19,44,Yes,1.11,8.4,3.45,2.09,6.7,8.8,110,FALSE,2.56,TRUE,0,100K+,3.76,33,6.67,FALSE
2240,53,Prefer not to say,UK,Sales Associate,HR,6,53,Yes,2.55,2.03,1.06,5.35,7.6,4.9,67,FALSE,8.3,FALSE,0,80K-100K,3.25,41,1.99,FALSE
2241,56,Non-binary,India,Customer Support,HR,15,58,Yes,8.38,8.52,4.05,4.45,4.8,1.6,86,TRUE,3.33,FALSE,0,60K-80K,2.64,7,3.56,TRUE
2242,50,Male,USA,Customer Support,IT,4,50,Yes,4.02,6.76,5.08,5.61,7.5,1.2,37,TRUE,3.38,TRUE,3,<40K,8.05,20,3.71,FALSE
2243,50,Non-binary,Brazil,HR Specialist,Support,11,49,Yes,1.86,4.08,6.1,8.99,4.7,9,45,FALSE,9.36,FALSE,8,<40K,3,7,4.4,FALSE
2244,37,Prefer not to say,UK,Software Engineer,Marketing,16,52,Yes,8.06,2.06,7.15,9.9,7.1,7,68,TRUE,6.92,FALSE,7,100K+,7.96,14,3.47,TRUE
2245,31,Female,UK,IT Admin,Marketing,15,46,Hybrid,5.09,1.82,1.56,1.18,6.5,9.7,26,TRUE,2.03,TRUE,3,40K-60K,5.37,15,3.26,FALSE
2246,51,Female,Australia,HR Specialist,IT,19,35,Hybrid,5.43,4.02,5.23,4.54,5.5,0.8,42,FALSE,2.29,FALSE,7,100K+,1.65,18,4.19,FALSE
2247,46,Non-binary,Australia,Software Engineer,Marketing,15,44,Hybrid,2.68,2.26,3.4,8.36,4.6,9,116,TRUE,3.45,FALSE,6,40K-60K,2.49,10,4.41,FALSE
2248,41,Female,India,Data Scientist,HR,18,37,No,6.95,3.41,9.53,3.94,7.7,8.5,77,FALSE,6.35,FALSE,5,100K+,9.04,35,5.39,FALSE
2249,26,Prefer not to say,Brazil,Sales Associate,Sales,14,36,Yes,5.96,1.48,4.24,6.84,5.9,8.9,70,FALSE,7.78,TRUE,9,80K-100K,6.43,27,2.56,FALSE
2250,22,Non-binary,India,Customer Support,Sales,11,31,Yes,2.86,6.36,1.9,9.93,4.4,0.1,109,TRUE,3.47,FALSE,1,80K-100K,2.66,43,8.1,FALSE
2251,51,Female,India,Sales Associate,IT,20,59,Hybrid,4.06,2.31,1.37,6.82,7.9,7.4,44,FALSE,8.84,TRUE,2,40K-60K,7.33,1,8.75,FALSE
2252,24,Male,USA,Data Scientist,Support,9,42,No,6.37,7.81,3.39,2,5.2,5.5,17,FALSE,1.98,TRUE,3,<40K,8.41,28,3.23,FALSE
2253,35,Male,Canada,HR Specialist,HR,1,59,Hybrid,9.32,2.96,2.61,8.59,7.7,5.7,31,TRUE,2.87,TRUE,6,40K-60K,3.98,34,2.11,TRUE
2254,51,Prefer not to say,India,HR Specialist,Marketing,6,52,Yes,9.28,8.18,6.85,9.7,6.8,4.7,1,TRUE,9.73,FALSE,7,60K-80K,6.01,48,7.5,TRUE
2255,25,Female,Australia,Project Manager,Engineering,12,58,Yes,3.59,2.71,8.62,7.41,5,7.4,40,FALSE,2.21,FALSE,7,<40K,3.64,3,9.32,FALSE
2256,39,Prefer not to say,Canada,Customer Support,IT,2,35,Hybrid,7.62,7.49,3.81,4.77,4.4,10,106,TRUE,8.99,FALSE,3,40K-60K,1.72,49,1.32,TRUE
2257,58,Non-binary,USA,Customer Support,Support,14,58,Hybrid,7.98,4,6.2,9.54,7,7.1,19,FALSE,7.34,FALSE,8,60K-80K,4.6,3,1.13,TRUE
2258,46,Male,Canada,IT Admin,Sales,0,34,Yes,8.28,6.25,7.57,9.72,4.1,6.8,92,TRUE,1.66,TRUE,7,60K-80K,7.76,11,2.65,TRUE
2259,22,Non-binary,Germany,Customer Support,HR,2,49,Hybrid,6.14,1.35,4.59,9.42,4.3,6.5,57,TRUE,5.35,FALSE,4,100K+,5.13,4,7.16,FALSE
2260,36,Female,Brazil,Software Engineer,Engineering,9,30,Yes,1.09,5.46,1.6,4.71,7.5,7,106,TRUE,5.67,FALSE,2,40K-60K,4.65,30,9.68,FALSE
2261,30,Prefer not to say,Canada,HR Specialist,Sales,14,58,Hybrid,7.86,2.34,3.06,8.11,6.7,3.4,89,FALSE,9.39,TRUE,1,80K-100K,4.29,39,7.75,TRUE
2262,36,Prefer not to say,India,Data Scientist,Marketing,5,47,No,1.96,5.38,8.95,6.89,5.6,3.2,37,TRUE,4.79,FALSE,8,100K+,5.13,32,6.16,FALSE
2263,45,Prefer not to say,USA,HR Specialist,IT,19,44,Yes,2.05,2.27,8.42,2.62,6.7,7.8,0,FALSE,5.02,TRUE,0,<40K,3.86,16,7.3,FALSE
2264,25,Non-binary,Brazil,Sales Associate,HR,14,52,No,6.45,4.93,1.78,5.82,7,0.5,68,FALSE,2.01,TRUE,6,80K-100K,6.51,17,3.08,FALSE
2265,33,Male,India,Software Engineer,HR,20,39,Hybrid,9.85,2,3.02,7.73,6.8,7.6,53,FALSE,6.75,TRUE,6,60K-80K,1.57,11,7.2,TRUE
2266,58,Non-binary,Brazil,Customer Support,Engineering,6,32,No,3.18,2.98,7.92,9.06,7.2,8.1,13,TRUE,2.9,TRUE,0,<40K,8.27,36,3.89,FALSE
2267,58,Non-binary,Australia,IT Admin,IT,20,34,Hybrid,6.81,6.36,5.37,8.76,8.7,5.2,24,TRUE,1.7,FALSE,6,100K+,2.56,32,3,FALSE
2268,27,Female,Germany,IT Admin,Support,4,53,No,3.73,9.79,7.84,2.39,5.9,9.1,111,FALSE,9.97,TRUE,0,60K-80K,6.7,35,3.13,FALSE
2269,45,Female,Australia,IT Admin,Sales,3,58,No,9.09,5.04,2.9,5.39,5.5,4.7,8,FALSE,3.43,TRUE,1,60K-80K,5.05,27,7.01,TRUE
2270,32,Female,India,Marketing Manager,HR,17,42,No,6.34,7.18,9.57,5.3,4.2,1.8,93,TRUE,2.27,FALSE,8,60K-80K,7.96,48,7.91,FALSE
2271,34,Male,India,Project Manager,HR,2,37,Yes,2.87,5.85,8.05,9.09,4.7,3.6,82,TRUE,7.3,TRUE,7,80K-100K,8.44,34,6.24,FALSE
2272,55,Male,India,Software Engineer,Engineering,16,51,No,3.36,5.49,2.78,1.02,4.5,9.1,60,TRUE,8.4,TRUE,8,100K+,2.84,5,1.57,FALSE
2273,46,Female,UK,Sales Associate,Engineering,17,50,Hybrid,4.89,1.58,6.03,7.65,5.7,9.9,51,TRUE,1.58,FALSE,8,100K+,7.09,25,1.34,FALSE
2274,28,Female,Germany,Customer Support,Sales,17,58,Hybrid,2.1,2.3,2.02,6.57,7,4.2,103,FALSE,1.95,TRUE,3,80K-100K,2.71,28,2.95,FALSE
2275,25,Male,Brazil,Sales Associate,Support,1,31,Yes,1.71,8.95,4.25,9.29,4.2,1.7,7,FALSE,1.81,FALSE,4,100K+,2.12,18,3.58,FALSE
2276,29,Prefer not to say,India,Sales Associate,Sales,12,38,Yes,7.12,4.69,6.94,5.11,7.6,2.9,15,TRUE,1.42,FALSE,9,60K-80K,9.37,3,4.64,TRUE
2277,41,Male,India,Customer Support,Sales,14,46,Hybrid,4.66,6.53,3.97,6.92,6,5.5,113,FALSE,6.94,TRUE,6,60K-80K,2.48,28,1.68,FALSE
2278,50,Male,Brazil,Sales Associate,Sales,4,56,No,7.54,5.75,6.91,9.75,8.8,5.7,7,TRUE,6.29,FALSE,5,60K-80K,3.05,2,7.53,TRUE
2279,31,Male,Australia,IT Admin,Support,2,47,Hybrid,1.99,4.41,3.2,7.7,6.8,6.3,22,TRUE,6.97,TRUE,8,100K+,2.17,34,7.4,FALSE
2280,55,Female,Australia,Data Scientist,Support,4,42,Yes,6.49,4.49,7.49,1.61,7.9,8.4,72,TRUE,5.55,FALSE,1,40K-60K,5.23,22,4.12,FALSE
2281,47,Prefer not to say,India,Project Manager,Marketing,4,30,Yes,4.99,6,4.24,2.51,8.3,7.1,95,TRUE,8.36,FALSE,7,<40K,9.28,22,6.07,FALSE
2282,24,Male,USA,Marketing Manager,Support,4,41,Hybrid,1.52,2.27,8.11,8.39,8.4,2.6,100,FALSE,5.92,TRUE,1,40K-60K,3.38,30,1.91,FALSE
2283,27,Female,UK,Sales Associate,Marketing,2,49,No,5.9,4.49,2.23,4.01,6.6,4,33,FALSE,9.27,TRUE,1,80K-100K,5.88,34,4.74,FALSE
2284,26,Non-binary,Australia,Sales Associate,Sales,2,49,No,1.75,5.02,4.26,7.35,6,8.4,116,FALSE,5.37,FALSE,2,40K-60K,4.7,48,8.72,FALSE
2285,26,Non-binary,USA,HR Specialist,Sales,19,50,Yes,8.45,9.87,5.18,7.3,6.8,6.3,109,TRUE,8.12,TRUE,3,40K-60K,4.02,1,6.95,TRUE
2286,44,Male,UK,Project Manager,Sales,17,34,Hybrid,6.69,4.16,4.81,9.94,6,1.7,17,FALSE,4.67,TRUE,5,80K-100K,6.15,29,1.94,FALSE
2287,30,Non-binary,India,Software Engineer,Support,19,37,Hybrid,6.01,6.8,4.9,5.23,5.2,3.3,108,TRUE,4.92,TRUE,5,40K-60K,6.03,19,8.63,FALSE
2288,56,Prefer not to say,Germany,Project Manager,HR,3,56,Yes,2.2,2.24,5,7.64,5.6,7.9,43,FALSE,8.64,FALSE,1,<40K,4.23,19,7.13,FALSE
2289,41,Non-binary,Canada,Project Manager,IT,0,44,Hybrid,3.59,1.59,9.9,1.44,5.2,1.7,14,TRUE,1.97,TRUE,5,100K+,8.66,41,5.08,FALSE
2290,56,Non-binary,Canada,Customer Support,Marketing,15,56,Yes,5.44,8.84,2.74,5.16,5.3,6.9,116,FALSE,6.08,FALSE,7,80K-100K,1.48,41,7.23,FALSE
2291,39,Prefer not to say,India,Customer Support,IT,7,32,No,6.7,7.58,7.92,2.68,4.5,5.6,14,TRUE,7.54,FALSE,4,40K-60K,1.77,29,2.56,FALSE
2292,38,Male,Australia,Customer Support,Marketing,16,35,No,2.65,3.86,5.97,8.57,6.1,1.5,92,FALSE,7.75,FALSE,0,60K-80K,9.92,43,5.95,FALSE
2293,45,Male,USA,Marketing Manager,HR,7,57,Hybrid,1.08,5.54,4.72,8.56,5.2,6.9,22,FALSE,6.32,TRUE,7,60K-80K,7.73,33,6.56,FALSE
2294,24,Prefer not to say,Germany,IT Admin,Marketing,6,42,No,4.1,2.22,6.7,3.13,6.2,1.4,86,FALSE,5.03,TRUE,5,80K-100K,8.24,17,9.35,FALSE
2295,53,Prefer not to say,Brazil,Project Manager,IT,7,41,No,5.35,7.36,8.68,3.86,8,4,64,FALSE,3.35,TRUE,1,60K-80K,6.42,38,1.6,FALSE
2296,56,Prefer not to say,UK,Marketing Manager,Support,20,48,Yes,2.66,1.63,5.2,7.32,6.2,3.1,85,FALSE,9.18,TRUE,6,<40K,4.78,1,4.37,FALSE
2297,59,Non-binary,India,Sales Associate,Sales,11,58,Yes,5.43,7.81,8.78,7.64,8.8,6.9,70,FALSE,4.33,TRUE,7,40K-60K,6.66,41,9.43,FALSE
2298,34,Prefer not to say,Germany,Customer Support,Support,15,47,Hybrid,4.05,5.92,1.84,6.92,4.7,7.8,108,FALSE,8.19,TRUE,1,<40K,1.83,33,2.95,FALSE
2299,46,Female,Germany,Sales Associate,Engineering,11,53,Yes,5.1,3.51,6.88,9.97,8.3,1.7,31,TRUE,1.28,FALSE,0,<40K,7.82,36,8.32,FALSE
2300,30,Non-binary,Australia,Customer Support,Marketing,18,30,Hybrid,4.13,8.76,4,8.82,5.2,8.1,91,TRUE,3.09,FALSE,5,100K+,5.87,22,1.01,FALSE
2301,25,Male,UK,Data Scientist,Marketing,9,54,Hybrid,6.66,9.87,4.48,4.75,8.7,0.1,113,TRUE,4.11,TRUE,5,40K-60K,9.61,18,1.23,FALSE
2302,35,Male,Germany,Marketing Manager,Engineering,6,56,Yes,1.39,3.29,6.14,3.94,5.1,5.3,31,FALSE,7.04,FALSE,7,80K-100K,6.74,17,3.95,FALSE
2303,58,Male,Australia,Marketing Manager,IT,11,36,No,2.54,8.26,5.32,6.37,7.7,5.2,32,FALSE,3.87,FALSE,6,60K-80K,2.37,32,7.92,FALSE
2304,55,Non-binary,USA,IT Admin,IT,19,41,No,4.89,7.75,4.44,8.36,4.3,6.2,42,TRUE,1.37,FALSE,7,100K+,5.3,20,1.94,FALSE
2305,32,Female,Australia,Software Engineer,HR,4,39,No,4.21,7.72,3.77,5.28,7.1,2.4,12,FALSE,2.56,TRUE,9,<40K,1.52,23,4.45,FALSE
2306,24,Prefer not to say,USA,HR Specialist,Marketing,15,58,No,4.52,9.62,6.56,7.64,5.1,0.1,115,TRUE,3.33,FALSE,9,60K-80K,7.71,28,2.18,FALSE
2307,49,Prefer not to say,USA,Project Manager,HR,8,41,Hybrid,8.23,5.38,5.55,1.17,7.4,4.5,91,FALSE,2.58,FALSE,4,40K-60K,5.52,46,3.01,TRUE
2308,50,Male,Brazil,Software Engineer,Engineering,6,40,No,8.98,7.07,3.91,9.33,7.2,0.7,8,TRUE,2.83,FALSE,1,<40K,4.33,26,5.53,TRUE
2309,30,Male,Brazil,Marketing Manager,Sales,19,33,Hybrid,3.24,8.41,2.84,7.96,8.6,8.9,61,FALSE,7.92,TRUE,4,<40K,9.72,7,3.87,FALSE
2310,24,Non-binary,Germany,Software Engineer,Marketing,13,48,Yes,8.53,5.32,7.97,4.55,7.1,1.7,56,FALSE,4.71,FALSE,1,40K-60K,9.47,41,2.91,TRUE
2311,46,Female,Australia,Data Scientist,Marketing,10,35,Yes,5.13,5.33,8.2,4.46,6,4.3,47,FALSE,4.65,TRUE,8,80K-100K,9.58,20,4.54,FALSE
2312,55,Prefer not to say,Brazil,HR Specialist,HR,6,54,Hybrid,3.46,3.87,2.92,1.93,5,4.3,42,FALSE,9.7,TRUE,4,100K+,2.99,41,7.31,FALSE
2313,33,Non-binary,USA,IT Admin,HR,9,38,No,9.87,8.03,3.35,8.35,7.3,5.5,66,FALSE,5.02,TRUE,0,40K-60K,7.56,47,2.07,TRUE
2314,30,Prefer not to say,Brazil,Marketing Manager,Support,8,49,Hybrid,8.42,7.18,3.15,7.92,4.6,7.8,80,FALSE,9.35,TRUE,8,60K-80K,9.51,11,5.32,TRUE
2315,36,Male,UK,Marketing Manager,IT,3,39,No,9.95,5.06,8.96,6.67,8.1,4.7,97,TRUE,3.69,FALSE,9,60K-80K,6.14,7,3.47,TRUE
2316,46,Prefer not to say,Germany,Project Manager,Support,15,34,No,2.51,4.77,7.97,1.91,5.2,0.3,31,TRUE,4.61,FALSE,4,<40K,2.93,38,4.41,FALSE
2317,26,Female,Australia,IT Admin,IT,9,56,Hybrid,2.29,1.65,1.67,3.36,6.6,7.7,72,TRUE,4.57,FALSE,0,100K+,8.36,27,8.39,FALSE
2318,32,Female,Australia,IT Admin,Sales,18,42,Hybrid,5.53,1.06,8.49,5.13,7,0.8,104,FALSE,5.91,FALSE,8,80K-100K,8.92,9,9.37,FALSE
2319,55,Male,Canada,Customer Support,Marketing,16,38,No,6.75,5.76,1.33,3.39,5.8,6.4,111,TRUE,6.26,FALSE,8,80K-100K,7.33,4,3.19,FALSE
2320,45,Female,Australia,HR Specialist,HR,8,31,Hybrid,2.54,4.76,3.28,4.91,7.3,8,59,FALSE,3.23,FALSE,9,60K-80K,3.64,49,6.67,FALSE
2321,36,Female,Germany,Data Scientist,IT,12,47,No,8.74,8.16,9.27,3.03,5.3,2.8,0,TRUE,8.14,FALSE,9,80K-100K,2.72,38,7.09,TRUE
2322,59,Non-binary,UK,Sales Associate,HR,0,50,Hybrid,5.79,5.88,8.78,4.15,4.2,4.5,56,TRUE,5.47,FALSE,8,60K-80K,6.62,29,8.58,FALSE
2323,29,Prefer not to say,Australia,Software Engineer,IT,1,30,Yes,4.7,9.43,8.03,6.87,8.8,0.1,112,TRUE,1.06,TRUE,5,100K+,5.35,49,9.09,FALSE
2324,26,Male,Canada,IT Admin,HR,12,53,No,6.42,2.77,5.12,9.03,5.6,8,105,FALSE,6.32,TRUE,9,<40K,7.02,26,5.21,FALSE
2325,47,Male,Germany,Project Manager,Engineering,8,50,Yes,6.71,9.91,3.89,4.47,7.6,7,83,FALSE,8.18,FALSE,9,60K-80K,2.01,25,9.84,FALSE
2326,39,Male,USA,Marketing Manager,HR,6,41,Hybrid,1.39,3.68,8.93,7.23,6.5,2.3,68,TRUE,3.25,TRUE,1,100K+,2.22,14,9.74,FALSE
2327,27,Male,India,Sales Associate,Support,15,39,Yes,10,6.78,6.91,2.21,7.3,3.9,103,FALSE,1.34,TRUE,6,60K-80K,4.27,37,5.56,TRUE
2328,58,Male,India,Data Scientist,Marketing,18,31,Hybrid,4.28,5.52,3.66,5.87,4.6,7,108,TRUE,8.26,TRUE,1,40K-60K,3.33,28,5.88,FALSE
2329,34,Female,USA,HR Specialist,HR,6,57,No,1.55,4.24,5.17,9.3,6.6,3.6,84,FALSE,9.79,FALSE,3,60K-80K,6.57,8,7.01,FALSE
2330,49,Non-binary,Brazil,IT Admin,HR,5,38,Hybrid,8.67,2.25,8.93,1.25,6,1.6,68,TRUE,1.69,TRUE,3,100K+,4.31,42,4.36,TRUE
2331,26,Male,Australia,Software Engineer,Sales,17,31,Hybrid,9.94,2.21,9.13,3.41,6.3,5.2,67,FALSE,9.44,TRUE,9,80K-100K,7.16,11,6.96,TRUE
2332,34,Non-binary,India,IT Admin,HR,18,52,No,8.35,7.4,6.93,2.19,8.8,7.2,60,TRUE,4.23,FALSE,6,60K-80K,7.92,35,5.63,TRUE
2333,38,Non-binary,Brazil,Project Manager,Engineering,10,53,Hybrid,8.67,4.4,7.59,5.8,4.7,3.2,7,FALSE,9.47,FALSE,5,<40K,2.68,31,1.32,TRUE
2334,53,Female,India,IT Admin,IT,11,59,No,6.63,9.65,1.35,7.12,7.8,1.2,88,FALSE,6.84,FALSE,9,100K+,9.28,34,8.67,FALSE
2335,50,Male,USA,IT Admin,IT,9,51,Hybrid,9.3,3.93,6.44,1.52,5.7,8.3,118,TRUE,9.01,TRUE,6,80K-100K,8.08,46,9.46,TRUE
2336,24,Female,Australia,IT Admin,IT,12,43,No,1.32,9.85,7.2,1.63,5.5,2.5,6,FALSE,8.07,TRUE,5,100K+,6.64,36,1.24,FALSE
2337,55,Male,Australia,Marketing Manager,Sales,11,40,Yes,7.9,2.85,1.18,8.83,5.4,5.1,36,FALSE,1.25,FALSE,0,60K-80K,9.18,17,8.1,TRUE
2338,48,Female,Brazil,Marketing Manager,HR,20,52,Hybrid,7.04,1.93,8.59,5.11,5.7,6.9,41,FALSE,1.59,FALSE,3,40K-60K,3.39,49,4.47,TRUE
2339,34,Non-binary,USA,Sales Associate,Engineering,9,40,Hybrid,1.45,3.81,9.35,5.17,5.8,3.2,31,FALSE,5.73,FALSE,2,40K-60K,4.8,21,6.27,FALSE
2340,54,Male,Brazil,Sales Associate,Sales,19,46,Hybrid,5.9,8.97,3.14,9.5,5.4,6.5,16,FALSE,2.17,FALSE,6,<40K,1.77,26,5.5,FALSE
2341,27,Prefer not to say,Australia,Software Engineer,Support,17,33,No,5.64,5.7,8.61,3.88,7.3,4.6,27,FALSE,5.15,FALSE,6,<40K,5.11,41,5.96,FALSE
2342,45,Non-binary,Australia,HR Specialist,IT,3,42,Hybrid,7.22,2.22,6.99,9.07,4.2,5.7,69,FALSE,9.59,TRUE,3,80K-100K,5.56,28,5.46,TRUE
2343,40,Prefer not to say,Germany,Data Scientist,HR,4,36,No,1.7,2.82,6.23,9.77,5.7,5.9,105,FALSE,3.65,FALSE,6,40K-60K,6.54,22,8.68,FALSE
2344,37,Non-binary,Brazil,Customer Support,Engineering,4,45,Hybrid,8.25,3.8,8.59,3.18,5.4,8.2,47,FALSE,5.4,TRUE,3,60K-80K,1.58,41,7.15,TRUE
2345,49,Female,Germany,HR Specialist,Support,11,30,Yes,2.25,6.31,3.57,5.63,7.8,6.6,53,TRUE,4.46,FALSE,8,100K+,1.29,3,4.71,FALSE
2346,54,Male,USA,HR Specialist,Support,2,42,Hybrid,4.77,3.99,8.12,5.81,4.7,2.6,41,FALSE,6.67,TRUE,2,100K+,4.78,28,7.2,FALSE
2347,34,Non-binary,UK,HR Specialist,Sales,7,30,Yes,8.93,7.72,3.83,8.8,8.7,0.6,35,FALSE,2.74,TRUE,9,40K-60K,2.7,36,9.69,TRUE
2348,46,Female,India,Customer Support,HR,1,40,No,6.04,6.55,8.09,3.74,4.9,0,65,TRUE,3.34,FALSE,1,40K-60K,7.83,2,1.72,FALSE
2349,57,Male,Germany,Software Engineer,Support,17,35,Yes,4.42,8.86,5.06,8.18,5.9,9,30,FALSE,8.73,TRUE,4,100K+,7.02,46,4.49,FALSE
2350,48,Male,India,Customer Support,IT,8,49,Hybrid,1.43,5.51,2.05,9.74,5,9.4,64,FALSE,8.3,TRUE,8,80K-100K,3.93,20,8.83,FALSE
2351,59,Non-binary,Canada,Software Engineer,Support,12,32,Hybrid,7.05,3.98,4.43,8.56,5.4,0.9,2,FALSE,8.1,FALSE,2,100K+,1.41,40,7.65,TRUE
2352,28,Male,USA,Customer Support,Support,6,41,No,9.88,9.97,3.1,9.18,7.8,4.9,12,FALSE,7.94,TRUE,0,<40K,2.64,36,9.41,TRUE
2353,26,Non-binary,UK,Data Scientist,Marketing,9,34,Hybrid,9.21,4.2,1.9,7.38,6.4,1.5,30,TRUE,5.13,TRUE,8,60K-80K,7.23,8,1.36,TRUE
2354,52,Male,Canada,IT Admin,HR,8,38,Hybrid,7.46,4.86,1.99,9.14,4.8,9.5,28,FALSE,7.56,TRUE,4,40K-60K,9.91,39,8.76,TRUE
2355,44,Prefer not to say,Canada,HR Specialist,IT,14,55,No,1.95,8.28,8.02,2.48,4.2,2.5,56,FALSE,4.48,FALSE,1,40K-60K,3.94,25,8.13,FALSE
2356,31,Female,Australia,IT Admin,Marketing,4,55,No,3.15,1.8,8.93,7.41,5.1,5,107,TRUE,1.91,FALSE,5,80K-100K,8.22,15,8.34,FALSE
2357,53,Prefer not to say,Canada,Software Engineer,Marketing,11,41,Yes,2.68,4.48,9.34,7.59,8.7,1.7,32,TRUE,4.54,TRUE,2,<40K,8.8,30,6.38,FALSE
2358,51,Non-binary,USA,Customer Support,HR,0,59,No,4.2,1.77,8.69,4.95,8.2,3.3,52,TRUE,2.43,TRUE,8,100K+,1.43,47,1.47,FALSE
2359,52,Prefer not to say,Germany,Data Scientist,HR,11,59,Hybrid,3.12,2.25,8.47,1.72,6.2,2.7,9,FALSE,4.52,FALSE,2,<40K,9.25,34,5.85,FALSE
2360,39,Non-binary,USA,Customer Support,Engineering,5,57,No,3.2,1.04,1.62,6.6,6.4,4.8,101,TRUE,3.68,FALSE,1,<40K,5.2,4,4.67,FALSE
2361,57,Male,Germany,IT Admin,Marketing,18,56,Hybrid,6.55,1.09,8.11,1.47,8.5,4.2,62,FALSE,6.39,TRUE,2,80K-100K,9.68,22,5.74,FALSE
2362,23,Male,Canada,Marketing Manager,Marketing,18,39,Yes,3.87,4.42,8.05,4.44,7,3.3,72,TRUE,4.25,TRUE,5,80K-100K,5.85,25,7.66,FALSE
2363,35,Non-binary,Canada,Data Scientist,HR,15,48,No,7.09,8.28,2.18,4.54,8.4,1.1,64,TRUE,7.35,TRUE,2,100K+,3.12,9,6.36,TRUE
2364,34,Prefer not to say,UK,HR Specialist,Engineering,18,34,Hybrid,9.53,6.28,6.96,9.99,6.5,4.8,107,FALSE,5.61,FALSE,8,100K+,9.77,23,3.63,TRUE
2365,50,Male,Germany,Project Manager,IT,2,55,No,6.75,6.71,5.07,3.7,5,8.5,100,TRUE,9.28,TRUE,8,60K-80K,3.19,39,6.4,FALSE
2366,33,Female,Canada,HR Specialist,Sales,9,34,No,7.76,5.67,9.1,8.38,7.6,7.3,95,FALSE,1.82,TRUE,8,<40K,8.94,12,1.75,TRUE
2367,23,Male,Australia,Project Manager,HR,17,38,No,7.76,8.38,7.26,1.48,6.6,7.2,96,TRUE,7.19,TRUE,1,100K+,2.56,14,1.05,TRUE
2368,53,Female,India,Data Scientist,Engineering,12,56,No,3.98,8.92,9.56,5.77,7.3,3.7,1,TRUE,7.05,FALSE,6,80K-100K,7.07,7,4.61,FALSE
2369,34,Prefer not to say,UK,Marketing Manager,Sales,17,57,Yes,1.13,8.65,1.94,5.83,4.8,7.1,109,FALSE,9.56,TRUE,1,60K-80K,4.7,31,7.81,FALSE
2370,48,Female,USA,IT Admin,IT,2,55,Hybrid,1.5,8.31,1.37,6.66,7.2,4.7,1,FALSE,4.34,TRUE,0,60K-80K,9.75,6,8.4,FALSE
2371,38,Female,UK,Marketing Manager,Support,2,56,No,3.54,2.64,9.76,8.29,5.9,1.5,68,TRUE,3.75,TRUE,4,80K-100K,2.66,23,5.95,FALSE
2372,52,Female,India,Software Engineer,HR,11,49,Hybrid,7.21,6.34,1.72,7.86,5.7,4.2,73,FALSE,2.55,FALSE,7,100K+,4.68,19,8.81,TRUE
2373,55,Female,Germany,Marketing Manager,IT,19,46,Yes,9.16,6.24,4.48,7.85,7.4,1.3,115,TRUE,3.39,TRUE,2,80K-100K,6.76,21,2.13,TRUE
2374,45,Male,USA,Sales Associate,Support,6,39,Hybrid,9.63,5.75,6.85,4.89,7,1.1,101,FALSE,5.52,TRUE,6,100K+,9.8,19,9.68,TRUE
2375,56,Female,USA,Data Scientist,IT,7,50,Hybrid,1.23,5.33,8.92,7.55,7.2,0.2,36,TRUE,8.54,FALSE,5,80K-100K,3.73,47,9.3,FALSE
2376,27,Male,Germany,IT Admin,Sales,8,30,Yes,9.91,1.8,3.29,5.42,8.8,2.8,1,FALSE,3.56,TRUE,0,80K-100K,4.57,19,6.39,TRUE
2377,40,Female,Brazil,IT Admin,IT,13,51,No,3.9,1.92,1.26,1.6,7.5,3.3,104,TRUE,2.42,FALSE,6,40K-60K,5.16,44,1.53,FALSE
2378,51,Non-binary,Brazil,Software Engineer,Sales,4,57,Hybrid,8.59,9.12,5.69,9.01,7.2,7,60,TRUE,3.45,FALSE,2,100K+,3.27,34,5.09,TRUE
2379,28,Prefer not to say,UK,IT Admin,HR,20,45,Hybrid,2.62,6.67,5.24,9.01,7.1,5.4,105,TRUE,1.91,FALSE,3,<40K,8.36,43,2.61,FALSE
2380,31,Female,Canada,Marketing Manager,Support,18,55,No,1.57,3.36,3.76,3.91,6,8.6,39,TRUE,9.34,FALSE,9,40K-60K,1.83,13,6.66,FALSE
2381,53,Non-binary,Brazil,Data Scientist,Support,20,55,No,4.41,3.51,8.87,9.23,8.2,1.8,62,FALSE,8.85,FALSE,1,40K-60K,7.34,36,2.71,FALSE
2382,55,Female,UK,HR Specialist,Sales,15,44,Hybrid,8.73,6.49,7.74,7.82,5.9,2.7,24,FALSE,3.78,FALSE,0,40K-60K,5.81,25,5.34,TRUE
2383,49,Female,Brazil,Marketing Manager,Sales,11,52,Yes,2.99,4.66,8.72,4.61,7.5,9.4,37,FALSE,3.22,TRUE,4,40K-60K,3.18,33,2.85,FALSE
2384,36,Female,India,Customer Support,Engineering,20,46,No,2.39,4.97,2.46,3.98,5.5,4.4,36,TRUE,9.15,FALSE,5,<40K,5.44,21,2.64,FALSE
2385,51,Non-binary,Australia,Project Manager,IT,3,55,No,9.19,1.55,7.23,9.78,4.7,7.9,116,TRUE,1.02,TRUE,1,40K-60K,8.47,34,3.23,TRUE
